DayofMonth,UniqueCarrier,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance
15,US,51,-19,-3,CLT,BNA,329
10,US,137,-4,-4,MCO,PHL,861
15,US,118,-14,0,MCO,PHL,861
10,US,65,15,-3,PHL,BTV,336
14,US,63,86,57,PHL,BTV,336
15,US,55,104,116,PHL,BTV,336
10,US,24,3,3,CAK,PIT,70
11,US,20,-3,-1,CAK,PIT,70
15,US,19,21,27,CAK,PIT,70
10,US,45,-11,-2,PIT,SYR,279
11,US,46,-16,-4,PIT,SYR,279
10,US,36,-7,-4,CLT,TYS,177
11,US,35,4,-4,CLT,TYS,177
14,US,39,-3,-3,CLT,TYS,177
15,US,34,14,18,CLT,TYS,177
10,US,27,-8,-1,RDU,CLT,130
11,US,33,-12,-8,RDU,CLT,130
10,US,124,-17,-4,DFW,PIT,1068
11,US,NA,NA,-6,DFW,PIT,1068
14,US,136,26,30,DFW,PIT,1068
15,US,136,10,8,DFW,PIT,1068
10,US,31,19,19,CLT,CHS,168
13,US,27,109,111,CLT,CHS,168
14,US,36,56,55,CLT,CHS,168
15,US,34,41,-1,CLT,CHS,168
10,US,69,-9,-4,ABE,CLT,481
11,US,77,2,-5,ABE,CLT,481
15,US,70,-13,-5,ABE,CLT,481
10,US,33,-7,-4,CLT,ILM,185
15,US,34,-6,-3,CLT,ILM,185
10,US,160,-8,-2,DFW,PHL,1302
14,US,172,123,116,DFW,PHL,1302
10,US,62,10,-5,PHL,MHT,290
13,US,47,78,91,PHL,MHT,290
14,US,58,127,126,PHL,MHT,290
15,US,62,68,58,PHL,MHT,290
10,US,62,-3,1,ALB,PIT,367
14,US,68,1,2,ALB,PIT,367
15,US,64,2,8,ALB,PIT,367
10,US,61,4,-3,PIT,RDU,328
14,US,53,-16,-5,PIT,RDU,328
15,US,55,-12,-4,PIT,RDU,328
10,US,58,-7,-7,CLT,PIT,366
13,US,57,1,12,CLT,PIT,366
15,US,64,18,19,CLT,PIT,366
10,US,30,-8,0,PIT,CRW,164
10,US,64,-2,-3,RDU,PIT,328
14,US,64,27,26,RDU,PIT,328
15,US,60,-5,-3,RDU,PIT,328
13,US,105,33,48,MCO,PIT,834
15,US,124,1,4,MCO,PIT,834
10,US,19,-13,-6,GSO,CLT,83
11,US,25,-9,-1,GSO,CLT,83
14,US,25,341,338,GSO,CLT,83
10,US,35,-10,-5,PIT,DAY,215
10,US,80,3,-2,ATL,PIT,526
14,US,77,68,65,ATL,PIT,526
10,US,33,-10,-2,PIT,MDT,185
10,US,57,-6,-4,PIT,CLT,366
14,US,52,148,158,PIT,CLT,366
15,US,53,6,13,PIT,CLT,366
10,US,59,3,3,PHL,PWM,365
14,US,53,-6,5,PHL,PWM,365
10,US,40,5,-4,ATL,CLT,227
13,US,39,-11,-4,ATL,CLT,227
14,US,44,-6,-3,ATL,CLT,227
15,US,42,-4,-6,ATL,CLT,227
10,US,19,-15,0,CLT,GSO,83
14,US,22,-11,-4,CLT,GSO,83
15,US,20,-5,3,CLT,GSO,83
10,US,92,-9,-3,CLT,BDL,644
14,US,81,7,23,CLT,BDL,644
15,US,87,-9,-4,CLT,BDL,644
10,US,98,-19,-3,MCI,CLT,809
11,US,NA,NA,-2,MCI,CLT,809
14,US,107,8,13,MCI,CLT,809
15,US,102,-17,-3,MCI,CLT,809
10,US,69,-6,-2,CLT,TPA,508
15,US,79,30,28,CLT,TPA,508
10,US,76,-10,-2,CLT,DTW,500
10,US,103,2,-5,MIA,CLT,650
14,US,94,216,210,MIA,CLT,650
15,US,92,-2,0,MIA,CLT,650
10,US,168,23,-9,MIA,PHL,1013
15,US,146,23,30,MIA,PHL,1013
10,US,41,40,8,PHL,PVD,238
15,US,44,26,26,PHL,PVD,238
10,US,25,-5,6,TRI,CLT,120
10,US,94,-13,-3,CLT,BDL,644
15,US,91,117,117,CLT,BDL,644
10,US,24,-4,-5,GSP,CLT,75
11,US,30,18,-3,GSP,CLT,75
10,US,58,-10,-3,CLT,BWI,361
11,US,58,5,-4,CLT,BWI,361
14,US,55,-10,-2,CLT,BWI,361
15,US,57,20,16,CLT,BWI,361
10,US,55,18,0,SAV,CLT,213
11,US,42,-9,-6,SAV,CLT,213
10,US,73,-12,-5,CLT,IND,428
15,US,70,-4,-5,CLT,IND,428
10,US,67,-6,-3,PIT,HPN,345
14,US,85,22,1,PIT,HPN,345
14,US,82,20,26,CLT,LGA,544
10,US,56,1,-4,BNA,CLT,329
14,US,51,-4,-4,BNA,CLT,329
15,US,52,-10,-6,BNA,CLT,329
10,US,63,-7,-5,CLT,PIT,366
13,US,56,181,192,CLT,PIT,366
14,US,60,8,7,CLT,PIT,366
15,US,79,7,-5,CLT,PIT,366
10,US,54,-12,-1,DCA,ALB,318
10,US,126,4,1,PBI,DCA,857
11,US,121,0,-7,PBI,DCA,857
10,US,85,121,6,LGA,CLT,544
10,US,68,61,64,DTW,PHL,453
15,US,68,-19,-3,DTW,PHL,453
10,US,50,38,58,PHL,RDU,336
15,US,58,-6,-1,PHL,RDU,336
10,US,44,-12,-5,LGA,ROC,254
11,US,43,-14,-1,LGA,ROC,254
15,US,44,-23,-7,LGA,ROC,254
10,US,118,8,-2,JAX,PHL,742
11,US,114,2,-1,JAX,PHL,742
14,US,99,6,0,JAX,PHL,742
10,US,108,23,-1,CLT,ORD,599
15,US,91,-9,7,CLT,ORD,599
10,US,93,7,-4,SRQ,CLT,547
11,US,92,-1,-10,SRQ,CLT,547
10,US,136,-1,-2,DCA,MCI,950
10,US,46,1,-3,RDU,DCA,227
10,US,49,-4,-4,DCA,BUF,296
10,US,124,-6,-7,PBI,DCA,857
10,US,NA,NA,116,CMH,PHL,405
14,US,63,159,180,CMH,PHL,405
15,US,57,15,43,CMH,PHL,405
15,US,36,21,41,PHL,ORF,211
10,US,97,-10,-3,CLT,ORD,599
14,US,87,9,20,CLT,ORD,599
15,US,86,-15,-2,CLT,ORD,599
10,US,37,1,-7,ILM,CLT,185
14,US,36,-12,-11,ILM,CLT,185
15,US,32,-15,-9,ILM,CLT,185
10,US,149,14,-9,PBI,PHL,951
14,US,127,62,52,PBI,PHL,951
15,US,147,7,6,PBI,PHL,951
10,US,69,3,-3,CLT,CLE,430
10,US,92,-1,-1,RSW,CLT,600
14,US,83,-17,-5,RSW,CLT,600
10,US,29,-15,-4,CLT,CHS,168
10,US,75,-25,-4,LGA,CLT,544
11,US,92,7,-2,LGA,CLT,544
10,US,35,-11,-2,MDT,PIT,185
10,US,51,9,3,CLT,DCA,331
10,US,86,4,-4,SRQ,CLT,547
10,US,133,-10,-5,PIT,FLL,994
14,US,127,70,82,PIT,FLL,994
15,US,134,-9,-1,PIT,FLL,994
10,US,63,-19,-7,LGA,RDU,431
11,US,67,-20,-4,LGA,RDU,431
10,US,65,-1,-2,PIT,ORF,330
10,US,112,9,-3,CLT,MIA,650
10,US,78,-17,-5,LGA,CLT,544
11,US,81,16,-3,LGA,CLT,544
10,US,48,-4,-2,PIT,RIC,259
11,US,54,-1,-3,PIT,RIC,259
10,US,43,-5,-3,RIC,PHL,198
11,US,42,-4,-6,RIC,PHL,198
15,US,39,-10,-6,RIC,PHL,198
10,US,88,-15,-6,MSP,PIT,726
14,US,89,0,11,MSP,PIT,726
15,US,91,-17,-8,MSP,PIT,726
10,US,48,-8,-1,PIT,RIC,259
15,US,46,-4,8,PIT,RIC,259
10,US,79,17,-5,TPA,CLT,508
15,US,70,3,9,TPA,CLT,508
10,US,61,-5,-1,DCA,MHT,407
10,US,123,8,-5,TPA,DCA,814
10,US,69,-5,-4,EWR,PIT,319
11,US,66,-4,-5,EWR,PIT,319
10,US,111,-7,-3,PIT,MCI,773
14,US,105,1,19,PIT,MCI,773
10,US,94,-19,-9,CLT,BOS,728
10,US,70,-8,-7,TPA,CLT,508
13,US,70,14,17,TPA,CLT,508
10,US,61,-5,6,PIT,EWR,319
10,US,122,49,43,TPA,PIT,873
15,US,121,78,85,TPA,PIT,873
10,US,41,-20,-5,PHL,SYR,228
14,US,43,5,20,PHL,SYR,228
10,US,19,-8,-3,CLT,CAE,88
10,US,75,-15,-6,DTW,CLT,500
14,US,79,109,116,DTW,CLT,500
10,US,72,47,61,PIT,BOS,496
10,US,128,1,-5,TPA,PIT,873
13,US,113,7,15,TPA,PIT,873
15,US,125,114,107,TPA,PIT,873
10,US,39,6,-5,DTW,PIT,201
11,US,37,-1,-3,DTW,PIT,201
14,US,32,3,7,DTW,PIT,201
10,US,59,22,31,LGA,PIT,335
10,US,140,-5,-4,MCI,PHL,1038
10,US,55,93,105,PHL,BOS,280
15,US,45,-25,-2,PHL,BOS,280
10,US,66,-14,-6,BNA,PIT,462
10,US,34,-11,-3,CLT,ILM,185
14,US,33,-3,0,CLT,ILM,185
10,US,21,6,8,GSP,CLT,75
14,US,23,11,7,GSP,CLT,75
15,US,110,-2,-4,BOS,CLT,728
10,US,80,110,113,CLT,PBI,590
14,US,93,28,21,CLT,PBI,590
15,US,82,8,12,CLT,PBI,590
10,US,77,-1,-3,TPA,CLT,508
15,US,70,-12,-1,TPA,CLT,508
10,US,65,13,8,HPN,PIT,345
11,US,55,-19,-6,HPN,PIT,345
15,US,59,22,28,HPN,PIT,345
10,US,72,-4,-2,PIT,MKE,431
10,US,56,-7,-1,CLT,ATL,227
14,US,45,-31,-5,CLT,ATL,227
10,US,31,-10,-7,CLT,MYR,156
15,US,32,-1,7,CLT,MYR,156
10,US,80,-17,-6,LGA,CLT,544
15,US,81,-31,-4,LGA,CLT,544
10,US,69,24,1,PIT,BOS,496
10,US,127,-10,-5,RSW,PIT,966
15,US,126,45,48,RSW,PIT,966
10,US,NA,NA,26,GSO,LGA,461
14,US,76,22,30,GSO,LGA,461
14,US,50,-20,0,LGA,BUF,292
10,US,95,-9,-1,ALB,CLT,646
11,US,102,4,-5,ALB,CLT,646
14,US,103,0,2,ALB,CLT,646
15,US,99,-13,-3,ALB,CLT,646
10,US,46,5,-3,CLT,ATL,227
14,US,41,28,42,CLT,ATL,227
15,US,38,-18,-2,CLT,ATL,227
10,US,56,-9,-2,ORF,LGA,296
11,US,53,-16,-2,ORF,LGA,296
10,US,42,-4,-3,CLT,RIC,256
14,US,43,-1,-1,CLT,RIC,256
10,US,112,0,5,MSP,CLT,930
15,US,116,-8,-2,MSP,CLT,930
10,US,125,1,-3,IAH,CLT,913
11,US,NA,NA,-4,IAH,CLT,913
14,US,118,34,26,IAH,CLT,913
10,US,62,-6,-4,CLT,IAD,321
14,US,53,22,34,CLT,IAD,321
10,US,85,-10,-6,SRQ,CLT,547
15,US,75,-16,-6,SRQ,CLT,547
10,US,30,40,5,PHL,DCA,119
10,US,107,47,48,BOS,CLT,728
10,US,62,-5,-3,CLT,PIT,366
11,US,56,5,-4,CLT,PIT,366
14,US,60,-2,3,CLT,PIT,366
15,US,54,-2,-6,CLT,PIT,366
10,US,139,58,57,PHL,MSP,980
13,US,146,121,139,PHL,MSP,980
15,US,134,19,19,PHL,MSP,980
10,US,75,-5,-1,PVD,PIT,467
14,US,69,78,89,PVD,PIT,467
15,US,78,-4,0,PVD,PIT,467
10,US,122,21,37,PHL,TPA,920
14,US,133,27,42,PHL,TPA,920
15,US,131,-2,2,PHL,TPA,920
10,US,49,68,46,RIC,PHL,198
14,US,35,35,19,RIC,PHL,198
15,US,36,4,-1,RIC,PHL,198
10,US,26,-6,-3,CLT,GSO,83
15,US,21,31,42,CLT,GSO,83
10,US,68,-8,1,CLT,MCO,468
11,US,68,2,-5,CLT,MCO,468
15,US,67,-2,1,CLT,MCO,468
10,US,71,-14,-6,GSO,LGA,461
11,US,71,-1,-6,GSO,LGA,461
10,US,52,-17,-8,LGA,BUF,292
10,US,243,-19,-4,PIT,LAS,1910
14,US,240,7,28,PIT,LAS,1910
15,US,253,-6,-1,PIT,LAS,1910
10,US,214,-15,-2,LAS,CLT,1916
13,US,216,121,128,LAS,CLT,1916
14,US,211,3,20,LAS,CLT,1916
15,US,213,-16,1,LAS,CLT,1916
10,US,67,-4,-7,BDL,PIT,406
14,US,68,1,-2,BDL,PIT,406
10,US,241,-18,-2,PIT,LAS,1910
14,US,250,150,156,PIT,LAS,1910
15,US,246,43,55,PIT,LAS,1910
10,US,217,-6,-7,LAS,PIT,1910
14,US,208,123,136,LAS,PIT,1910
15,US,212,39,44,LAS,PIT,1910
10,US,61,-6,0,PIT,LGA,335
10,US,242,-6,1,CLT,LAS,1916
13,US,261,49,42,CLT,LAS,1916
10,US,74,-7,-4,MCO,CLT,468
13,US,64,73,85,MCO,CLT,468
15,US,75,18,17,MCO,CLT,468
14,US,21,-7,2,BWI,PHL,90
10,US,274,-22,1,PHL,LAS,2176
13,US,298,16,5,PHL,LAS,2176
14,US,275,8,17,PHL,LAS,2176
15,US,291,59,65,PHL,LAS,2176
10,US,55,-9,-4,GSO,PIT,304
10,US,252,-2,0,CLT,LAS,1916
13,US,247,125,139,CLT,LAS,1916
14,US,247,30,44,CLT,LAS,1916
15,US,256,-4,-3,CLT,LAS,1916
10,US,109,31,14,MIA,CLT,650
10,US,256,-1,-3,CLT,LAS,1916
11,US,NA,NA,-1,CLT,LAS,1916
14,US,247,-7,2,CLT,LAS,1916
15,US,248,52,60,CLT,LAS,1916
10,US,224,17,10,LAS,CLT,1916
14,US,217,1,5,LAS,CLT,1916
15,US,221,47,45,LAS,CLT,1916
10,US,255,17,-2,LAS,PHL,2176
14,US,249,6,13,LAS,PHL,2176
10,US,275,23,56,PHL,LAS,2176
14,US,290,4,24,PHL,LAS,2176
10,US,62,53,42,RDU,PHL,336
13,US,51,40,57,RDU,PHL,336
10,US,216,0,2,LAS,PIT,1910
11,US,215,-10,-5,LAS,PIT,1910
14,US,214,67,75,LAS,PIT,1910
15,US,219,15,-3,LAS,PIT,1910
10,US,48,-16,-5,IND,PIT,325
14,US,50,-2,0,IND,PIT,325
10,US,80,0,-1,PIT,BOS,496
10,US,220,-7,-5,LAS,CLT,1916
13,US,215,47,60,LAS,CLT,1916
14,US,215,131,141,LAS,CLT,1916
10,US,56,-16,-2,CLT,PIT,366
15,US,60,11,11,CLT,PIT,366
10,US,95,-11,-5,FLL,CLT,631
10,US,98,31,-3,PIT,BDL,406
14,US,64,48,50,PIT,BDL,406
10,US,280,-5,1,PHL,LAS,2176
14,US,277,8,45,PHL,LAS,2176
10,US,243,-13,-2,PIT,LAS,1910
13,US,267,35,14,PIT,LAS,1910
14,US,248,165,176,PIT,LAS,1910
15,US,257,-7,-2,PIT,LAS,1910
10,US,247,-15,-5,LAS,PHL,2176
11,US,242,-28,-10,LAS,PHL,2176
14,US,245,106,116,LAS,PHL,2176
10,US,46,-5,-4,PHL,BDL,196
15,US,35,47,58,PHL,BDL,196
10,US,51,101,-4,PHL,BUF,279
13,US,53,-2,4,PHL,BUF,279
10,US,68,27,18,ORF,PIT,330
14,US,66,4,6,ORF,PIT,330
15,US,61,13,19,ORF,PIT,330
10,US,211,-14,-3,LAS,PIT,1910
14,US,218,-3,3,LAS,PIT,1910
15,US,209,-21,-2,LAS,PIT,1910
10,US,63,6,4,SDF,CLT,336
14,US,54,1,0,SDF,CLT,336
10,US,113,8,-5,CLT,ORD,599
14,US,89,-10,3,CLT,ORD,599
15,US,86,34,50,CLT,ORD,599
10,US,36,-10,-7,LGA,PHL,96
11,US,35,-8,-4,LGA,PHL,96
10,US,27,18,25,PHL,LGA,96
15,US,28,-10,4,PHL,LGA,96
10,US,56,254,160,EWR,PIT,319
10,US,102,-10,-4,CLT,BOS,728
10,US,95,10,-6,IND,DCA,499
11,US,81,-6,-7,IND,DCA,499
10,US,28,2,-5,CLT,AVL,92
14,US,19,64,73,CLT,AVL,92
15,US,19,-6,-6,CLT,AVL,92
10,US,84,6,-6,TPA,CLT,508
10,US,53,-11,-6,DCA,CLT,331
11,US,58,1,-6,DCA,CLT,331
10,US,41,20,7,PHL,ALB,212
14,US,42,-3,1,PHL,ALB,212
15,US,44,4,-1,PHL,ALB,212
10,US,120,-14,-3,ABE,MCO,906
11,US,125,-10,-5,ABE,MCO,906
10,US,132,7,-6,MCO,ABE,906
15,US,122,-5,-5,MCO,ABE,906
10,US,60,11,-1,BOS,PHL,280
10,US,189,15,-1,PHL,IAH,1324
14,US,176,-7,15,PHL,IAH,1324
15,US,189,72,83,PHL,IAH,1324
10,US,56,3,-4,DCA,CLT,331
10,US,65,36,35,PWM,PHL,365
11,US,74,-10,-8,PWM,PHL,365
15,US,66,27,12,PWM,PHL,365
10,US,125,-19,-5,PHL,FLL,992
15,US,136,102,104,PHL,FLL,992
10,US,100,-14,-6,MIA,CLT,650
11,US,105,1,-6,MIA,CLT,650
14,US,86,87,103,MIA,CLT,650
10,US,83,-12,-5,CLT,PBI,590
10,US,67,0,-1,IND,CLT,428
10,US,138,187,119,FLL,PHL,992
15,US,133,50,59,FLL,PHL,992
10,US,56,22,19,PHL,BDL,196
15,US,52,52,30,PHL,BDL,196
10,US,138,13,-4,PHL,FLL,992
11,US,NA,NA,-4,PHL,FLL,992
15,US,137,-27,-3,PHL,FLL,992
10,US,246,-9,6,LAS,PHL,2176
14,US,238,-14,2,LAS,PHL,2176
10,US,55,-8,-2,CLT,BNA,329
10,US,40,-9,-4,ATL,CLT,227
13,US,40,26,34,ATL,CLT,227
15,US,38,-16,-4,ATL,CLT,227
10,US,63,-7,-3,CLT,DAY,370
13,US,63,37,50,CLT,DAY,370
15,US,60,-10,3,CLT,DAY,370
10,US,58,-19,-7,PHL,CLE,363
14,US,61,10,2,PHL,CLE,363
15,US,62,23,28,PHL,CLE,363
10,US,45,-9,-5,PIT,SYR,279
14,US,49,14,19,PIT,SYR,279
15,US,48,35,35,PIT,SYR,279
10,US,45,-16,-4,CLT,ORF,290
15,US,46,13,22,CLT,ORF,290
10,US,104,18,-3,CLT,BOS,728
15,US,93,16,28,CLT,BOS,728
10,US,249,-33,-8,SEA,CLT,2279
15,US,268,31,30,SEA,CLT,2279
10,US,301,-7,5,CLT,SEA,2279
14,US,287,-3,26,CLT,SEA,2279
15,US,290,-22,3,CLT,SEA,2279
10,US,51,-13,-4,ORF,CLT,290
15,US,51,-9,-4,ORF,CLT,290
10,US,113,-9,3,PIT,TPA,873
15,US,115,-7,7,PIT,TPA,873
10,US,69,-13,-3,CLT,TPA,508
14,US,77,-29,-2,LGA,CLT,544
10,US,98,8,-2,PIT,STL,553
11,US,NA,NA,-1,PIT,STL,553
10,US,19,-6,-3,CLT,CAE,88
14,US,22,-8,-4,CLT,CAE,88
15,US,26,-5,-7,CLT,CAE,88
10,US,48,101,-2,LGA,BUF,292
15,US,73,-14,1,CLT,EWR,529
10,US,104,6,-7,ORD,PHL,678
11,US,97,-5,-7,ORD,PHL,678
10,US,61,-5,-6,ROC,PHL,257
10,US,32,-2,-5,CRW,PIT,164
10,US,91,-5,-4,RSW,CLT,600
11,US,NA,NA,-4,RSW,CLT,600
15,US,91,-4,0,RSW,CLT,600
10,US,86,-6,-6,BUF,CLT,546
10,US,62,-1,-3,RDU,PIT,328
10,US,32,4,-4,CLT,TRI,120
10,US,44,-17,-4,LGA,ORF,296
11,US,48,-14,-5,LGA,ORF,296
10,US,44,-7,-1,ORF,CLT,290
11,US,53,-2,-2,ORF,CLT,290
15,US,50,31,37,ORF,CLT,290
10,US,20,-4,-3,CAK,PIT,70
10,US,80,-1,-1,STL,PIT,553
11,US,NA,NA,-6,STL,PIT,553
14,US,73,5,17,STL,PIT,553
15,US,74,-13,-4,STL,PIT,553
10,US,76,-5,-2,IND,DCA,499
10,US,102,168,82,BNA,PHL,675
13,US,95,114,115,BNA,PHL,675
14,US,98,87,88,BNA,PHL,675
15,US,97,16,11,BNA,PHL,675
10,US,55,117,113,PHL,BUF,279
14,US,49,49,66,PHL,BUF,279
15,US,46,1,7,PHL,BUF,279
10,US,62,-2,-5,MHT,PHL,290
11,US,63,-17,-8,MHT,PHL,290
14,US,64,11,8,MHT,PHL,290
10,US,141,-26,-5,PHL,MCI,1038
11,US,162,-11,-6,PHL,MCI,1038
14,US,130,106,146,PHL,MCI,1038
10,US,77,-8,-5,MEM,CLT,512
14,US,74,-12,2,MEM,CLT,512
15,US,77,-7,1,MEM,CLT,512
10,US,37,-8,-4,BWI,PIT,210
10,US,254,-14,-4,SFO,PIT,2254
14,US,249,33,45,SFO,PIT,2254
10,US,289,-14,4,PIT,SFO,2254
14,US,289,78,99,PIT,SFO,2254
15,US,293,53,71,PIT,SFO,2254
10,US,28,-12,-3,PIT,CRW,164
14,US,35,0,-5,PIT,CRW,164
15,US,31,28,15,PIT,CRW,164
10,US,105,-10,-2,PIT,MSP,726
13,US,110,110,110,PIT,MSP,726
15,US,101,-16,-3,PIT,MSP,726
10,US,141,-10,-6,IAH,PIT,1117
11,US,NA,NA,-8,IAH,PIT,1117
15,US,152,2,-7,IAH,PIT,1117
10,US,32,0,-6,CLT,ROA,155
14,US,30,-17,-3,CLT,ROA,155
15,US,32,34,-1,CLT,ROA,155
10,US,44,-10,-5,SAV,CLT,213
13,US,41,51,60,SAV,CLT,213
15,US,40,-12,-6,SAV,CLT,213
10,US,267,-10,-8,SFO,CLT,2296
14,US,258,180,191,SFO,CLT,2296
15,US,258,6,12,SFO,CLT,2296
14,US,354,86,41,CLT,SFO,2296
15,US,296,86,107,CLT,SFO,2296
11,US,70,-8,-7,MCO,CLT,468
14,US,63,67,81,MCO,CLT,468
10,US,51,10,-1,DCA,ROC,296
10,US,118,-5,-5,PBI,DCA,857
10,US,25,-10,-5,BWI,PHL,90
15,US,27,0,5,BWI,PHL,90
10,US,334,21,-5,PHL,SEA,2378
14,US,299,-42,-2,PHL,SEA,2378
15,US,287,-36,10,PHL,SEA,2378
10,US,45,4,-1,CLT,RIC,256
14,US,42,-5,1,CLT,RIC,256
10,US,30,-15,-11,RDU,CLT,130
10,US,53,-12,-6,PHL,MHT,290
14,US,51,66,57,PHL,MHT,290
15,US,62,44,36,PHL,MHT,290
10,US,24,-13,-5,CLT,GSO,83
15,US,20,-6,-4,CLT,GSO,83
10,US,69,-8,-6,IND,CLT,428
14,US,73,-7,-5,IND,CLT,428
15,US,73,66,65,IND,CLT,428
10,US,115,51,-4,PIT,LGA,335
10,US,69,7,-1,RDU,LGA,431
11,US,59,-16,-4,RDU,LGA,431
10,US,63,-1,-6,BUF,PHL,279
14,US,49,-16,-1,BUF,PHL,279
10,US,141,10,-2,PHL,PBI,951
15,US,131,-2,1,PHL,PBI,951
10,US,46,0,5,PHL,ROC,257
10,US,75,2,-5,BOS,PHL,280
10,US,77,98,-1,PHL,DTW,453
15,US,77,-14,-6,PHL,DTW,453
10,US,29,-3,-1,CLT,RDU,130
14,US,29,-2,4,CLT,RDU,130
10,US,63,-7,-3,BTV,PHL,336
11,US,66,-5,-4,BTV,PHL,336
10,US,124,-14,0,PHL,TPA,920
11,US,NA,NA,-3,PHL,TPA,920
15,US,126,-28,1,PHL,TPA,920
10,US,74,1,-3,TPA,CLT,508
13,US,68,-8,2,TPA,CLT,508
15,US,72,8,14,TPA,CLT,508
14,US,168,-31,10,PHL,DFW,1302
10,US,26,-8,-5,CLT,GSO,83
14,US,21,-13,-4,CLT,GSO,83
10,US,26,14,21,PIT,CMH,144
14,US,32,28,31,PIT,CMH,144
15,US,29,-7,-3,PIT,CMH,144
10,US,106,122,98,STL,PHL,813
14,US,105,69,91,STL,PHL,813
15,US,103,-4,12,STL,PHL,813
10,US,64,-10,-3,CLT,CLE,430
13,US,64,98,115,CLT,CLE,430
14,US,66,0,5,CLT,CLE,430
15,US,65,-3,0,CLT,CLE,430
10,US,116,4,-1,PIT,MCO,834
15,US,113,20,26,PIT,MCO,834
10,US,114,-5,-3,MCO,PIT,834
15,US,114,-9,-4,MCO,PIT,834
10,US,114,-6,-2,MCO,PIT,834
15,US,117,13,13,MCO,PIT,834
10,US,NA,NA,23,MHT,PHL,290
13,US,58,76,85,MHT,PHL,290
14,US,56,99,108,MHT,PHL,290
13,US,116,269,300,PHL,STL,813
14,US,109,170,209,PHL,STL,813
15,US,109,6,44,PHL,STL,813
10,US,59,110,110,PIT,LGA,335
10,US,73,-12,-4,DTW,CLT,500
10,US,53,-17,-3,CLT,PIT,366
15,US,57,25,2,CLT,PIT,366
10,US,185,-17,-3,SJU,CLT,1474
15,US,183,35,39,SJU,CLT,1474
10,US,32,1,-4,CAE,CLT,88
11,US,23,-13,-6,CAE,CLT,88
14,US,19,61,67,CAE,CLT,88
15,US,28,-2,-1,CAE,CLT,88
10,US,68,-21,-6,CLT,CLE,430
15,US,64,-23,-2,CLT,CLE,430
10,US,94,-4,-6,MSY,CLT,651
11,US,89,-16,-7,MSY,CLT,651
15,US,91,-5,-2,MSY,CLT,651
10,US,131,-13,-5,CLT,IAH,913
